,Thinklet Id,Problem Name,AnnotationCreatorID,ThinkletCreatorID,Timestamp,Annotation Text,Tokens,UsesStarter,TokensLen,NoStops,NoStopsLen,TagsNoStops,Tags,TagsCountsNS,TagsCounts,JJ,NN,",",NNS,RB,PRP,.,VBP,VBN,PRP$,IN,DT,VBD,NNP,UH,POS,CD,VBG,VB,VBZ,MD,RBR,JJR,CC,:,(,),WRB,RP,JJ_NS,NN_NS,",_NS",NNS_NS,RB_NS,PRP_NS,._NS,VBP_NS,VBN_NS,PRP$_NS,IN_NS,DT_NS,VBD_NS,NNP_NS,UH_NS,POS_NS,CD_NS,VBG_NS,VB_NS,VBZ_NS,MD_NS,RBR_NS,JJR_NS,CC_NS,:_NS,(_NS,)_NS,WRB_NS,RP_NS,RBS,WP,JJS,RBS_NS,WP_NS,JJS_NS,PredScore
10,240163,Addition Expression Stories,272002,251333,1/14/2022 18:23,I like how you explain the problem.,"['I', 'like', 'how', 'you', 'explain', 'the', 'problem', '.']",0,8,"['I', 'like', 'explain', 'problem', '.']",5,"[('I', 'PRP'), ('like', 'VBP'), ('explain', 'DT'), ('problem', 'NN'), ('.', '.')]","[('I', 'PRP'), ('like', 'VBP'), ('how', 'WRB'), ('you', 'PRP'), ('explain', 'VBP'), ('the', 'DT'), ('problem', 'NN'), ('.', '.')]","{'PRP_NS': 1, 'VBP_NS': 1, 'DT_NS': 1, 'NN_NS': 1, '._NS': 1}","{'PRP': 1, 'VBP': 1, 'DT': 1, 'NN': 1, '.': 1}",0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.4193520232965755
11,240165,Addition Expression Stories,249396,272002,1/14/2022 18:24,I like how u guys did the red and yellow and got the answer nice work  ,"['I', 'like', 'how', 'u', 'guys', 'did', 'the', 'red', 'and', 'yellow', 'and', 'got', 'the', 'answer', 'nice', 'work']",0,16,"['I', 'like', 'u', 'guys', 'red', 'yellow', 'got', 'answer', 'nice', 'work']",10,"[('I', 'PRP'), ('like', 'VBP'), ('u', 'JJ'), ('guys', 'NNS'), ('red', 'VBD'), ('yellow', 'JJ'), ('got', 'VBD'), ('answer', 'JJ'), ('nice', 'JJ'), ('work', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('how', 'WRB'), ('u', 'JJ'), ('guys', 'NNS'), ('did', 'VBD'), ('the', 'DT'), ('red', 'NN'), ('and', 'CC'), ('yellow', 'NN'), ('and', 'CC'), ('got', 'VBD'), ('the', 'DT'), ('answer', 'NN'), ('nice', 'JJ'), ('work', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 1, 'JJ_NS': 4, 'NNS_NS': 1, 'VBD_NS': 2, 'NN_NS': 1}","{'PRP': 1, 'VBP': 1, 'JJ': 4, 'NNS': 1, 'VBD': 2, 'NN': 1}",4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.5476439906464714
12,240183,Addition Expression Stories,251478,251469,1/14/2022 18:24,MATERIAL GORL Yes john but um yes.,"['MATERIAL', 'GORL', 'Yes', 'john', 'but', 'um', 'yes', '.']",0,8,"['MATERIAL', 'GORL', 'Yes', 'john', 'um', 'yes', '.']",7,"[('MATERIAL', 'NNP'), ('GORL', 'NNP'), ('Yes', 'NNP'), ('john', 'NN'), ('um', 'JJ'), ('yes', 'UH'), ('.', '.')]","[('MATERIAL', 'NNP'), ('GORL', 'NNP'), ('Yes', 'NNP'), ('john', 'NN'), ('but', 'CC'), ('um', 'JJ'), ('yes', 'NNS'), ('.', '.')]","{'NNP_NS': 3, 'NN_NS': 1, 'JJ_NS': 1, 'UH_NS': 1, '._NS': 1}","{'NNP': 3, 'NN': 1, 'JJ': 1, 'UH': 1, '.': 1}",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.3713160317680773
13,240176,Addition Expression Stories,251149,278085,1/14/2022 18:24,Next time maybe you can delete the words so it's -8 and then finish the sentence.,"['Next', 'time', 'maybe', 'you', 'can', 'delete', 'the', 'words', 'so', 'it', ""'s"", '-8', 'and', 'then', 'finish', 'the', 'sentence', '.']",0,18,"['Next', 'time', 'maybe', 'delete', 'words', ""'s"", '-8', 'finish', 'sentence', '.']",10,"[('Next', 'JJ'), ('time', 'NN'), ('maybe', 'RB'), ('delete', 'JJ'), ('words', 'NNS'), (""'s"", 'POS'), ('-8', 'JJ'), ('finish', 'JJ'), ('sentence', 'NN'), ('.', '.')]","[('Next', 'JJ'), ('time', 'NN'), ('maybe', 'RB'), ('you', 'PRP'), ('can', 'MD'), ('delete', 'VB'), ('the', 'DT'), ('words', 'NNS'), ('so', 'IN'), ('it', 'PRP'), (""'s"", 'VBZ'), ('-8', 'JJ'), ('and', 'CC'), ('then', 'RB'), ('finish', 'VB'), ('the', 'DT'), ('sentence', 'NN'), ('.', '.')]","{'JJ_NS': 4, 'NN_NS': 2, 'RB_NS': 1, 'NNS_NS': 1, 'POS_NS': 1, '._NS': 1}","{'JJ': 4, 'NN': 2, 'RB': 1, 'NNS': 1, 'POS': 1, '.': 1}",4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.4658405570673794
14,240196,Addition Expression Stories,251451,249364,1/14/2022 18:24, you did great,"['you', 'did', 'great']",0,3,['great'],1,"[('great', 'JJ')]","[('you', 'PRP'), ('did', 'VBD'), ('great', 'JJ')]",{'JJ_NS': 1},{'JJ': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.231176858125841
15,237703,Going broke!,273223,273223,1/14/2022 18:25,good job,"['good', 'job']",0,2,"['good', 'job']",2,"[('good', 'JJ'), ('job', 'NN')]","[('good', 'JJ'), ('job', 'NN')]","{'JJ_NS': 1, 'NN_NS': 1}","{'JJ': 1, 'NN': 1}",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.141485073834403
16,240212,Addition Expression Stories,278640,249375,1/14/2022 20:13,sorry but i cant hear anything,"['sorry', 'but', 'i', 'cant', 'hear', 'anything']",0,6,"['sorry', 'cant', 'hear', 'anything']",4,"[('sorry', 'NN'), ('cant', 'JJ'), ('hear', 'NN'), ('anything', 'NN')]","[('sorry', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('cant', 'VBP'), ('hear', 'JJ'), ('anything', 'NN')]","{'NN_NS': 3, 'JJ_NS': 1}","{'NN': 3, 'JJ': 1}",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.2655875184686587
17,240206,Addition Expression Stories,278635,249392,1/14/2022 20:14,I like the way you the way you made your table,"['I', 'like', 'the', 'way', 'you', 'the', 'way', 'you', 'made', 'your', 'table']",0,11,"['I', 'like', 'way', 'way', 'made', 'table']",6,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('way', 'NN'), ('made', 'VBD'), ('table', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('made', 'VBD'), ('your', 'PRP$'), ('table', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 1, 'NN_NS': 3, 'VBD_NS': 1}","{'PRP': 1, 'VBP': 1, 'NN': 3, 'VBD': 1}",0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.515325175227201
18,240209,Addition Expression Stories,251353,251341,1/14/2022 20:15,I like the way you stoped at 5 and you made a stopping point so we can see what are the to numbers that you have in this problem ,"['I', 'like', 'the', 'way', 'you', 'stoped', 'at', '5', 'and', 'you', 'made', 'a', 'stopping', 'point', 'so', 'we', 'can', 'see', 'what', 'are', 'the', 'to', 'numbers', 'that', 'you', 'have', 'in', 'this', 'problem']",0,29,"['I', 'like', 'way', 'stoped', '5', 'made', 'stopping', 'point', 'see', 'numbers', 'problem']",11,"[('I', 'PRP'), ('like', 'VBP'), ('way', 'NN'), ('stoped', 'VBD'), ('5', 'CD'), ('made', 'VBD'), ('stopping', 'VBG'), ('point', 'NN'), ('see', 'VBP'), ('numbers', 'NNS'), ('problem', 'NN')]","[('I', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('way', 'NN'), ('you', 'PRP'), ('stoped', 'VBD'), ('at', 'IN'), ('5', 'CD'), ('and', 'CC'), ('you', 'PRP'), ('made', 'VBD'), ('a', 'DT'), ('stopping', 'JJ'), ('point', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('see', 'VB'), ('what', 'WDT'), ('are', 'VBP'), ('the', 'DT'), ('to', 'TO'), ('numbers', 'NNS'), ('that', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('in', 'IN'), ('this', 'DT'), ('problem', 'NN')]","{'PRP_NS': 1, 'VBP_NS': 2, 'NN_NS': 3, 'VBD_NS': 2, 'CD_NS': 1, 'VBG_NS': 1, 'NNS_NS': 1}","{'PRP': 1, 'VBP': 2, 'NN': 3, 'VBD': 2, 'CD': 1, 'VBG': 1, 'NNS': 1}",0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.244853297930457
19,240226,Addition Expression Stories,278640,251362,1/14/2022 20:15,I respectfully disagree with you cuz how can you have 13- cok,"['I', 'respectfully', 'disagree', 'with', 'you', 'cuz', 'how', 'can', 'you', 'have', '13-', 'cok']",0,12,"['I', 'respectfully', 'disagree', 'cuz', '13-', 'cok']",6,"[('I', 'PRP'), ('respectfully', 'RB'), ('disagree', 'VBP'), ('cuz', 'JJ'), ('13-', 'CD'), ('cok', 'NN')]","[('I', 'PRP'), ('respectfully', 'RB'), ('disagree', 'VBP'), ('with', 'IN'), ('you', 'PRP'), ('cuz', 'VBP'), ('how', 'WRB'), ('can', 'MD'), ('you', 'PRP'), ('have', 'VB'), ('13-', 'JJ'), ('cok', 'NN')]","{'PRP_NS': 1, 'RB_NS': 1, 'VBP_NS': 1, 'JJ_NS': 1, 'CD_NS': 1, 'NN_NS': 1}","{'PRP': 1, 'RB': 1, 'VBP': 1, 'JJ': 1, 'CD': 1, 'NN': 1}",1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0801997359344897
